#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
18,TUTORIAL_56,アイテムの活用,Using Items,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,18
19,TUTORIAL_57,エレメントアーチャーの戦術的役割,Tactical Role of the Element Archer,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,19
20,TUTORIAL_66,ファイターの戦術的役割,Tactical Role of the Fighter,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,20
21,TUTORIAL_67,プリーストの戦術的役割,Tactical Role of the Priest,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,21
22,TUTORIAL_68,ハンターの戦術的役割,Tactical Role of the Hunter,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,22
23,TUTORIAL_69,シールドセージの戦術的役割,Tactical Role of the Shield Sage,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,23
24,TUTORIAL_70,シーカーの戦術的役割,Tactical Role of the Seeker,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,24
25,TUTORIAL_71,ウォリアーの戦術的役割,Tactical Role of the Warrior,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,25
26,TUTORIAL_72,ソーサラーの戦術的役割,Tactical Role of the Sorcerer,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,26
27,TUTORIAL_73,ファイターの戦法：基本,Basic Tactics: Fighter,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,27
28,TUTORIAL_74,プリーストの戦法：基本,Basic Tactics: Priest,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,28
29,TUTORIAL_75,ハンターの戦法：基本,Basic Tactics: Hunter,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,29
30,TUTORIAL_76,シールドセージの戦法：基本,Basic Tactics: Shield Sage,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,30
31,TUTORIAL_77,シーカーの戦法：基本,Basic Tactics: Seeker,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,31
32,TUTORIAL_78,ウォリアーの戦法：基本,Basic Tactics: Warrior,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,32
33,TUTORIAL_79,ソーサラーの戦法：基本,Basic Tactics: Sorcerer,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,33
34,TUTORIAL_80,エレメントアーチャーの戦法：基本,Basic Tactics: Element Archer,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,34
35,TUTORIAL_81,美容院,Beauty Shop,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,35
36,TUTORIAL_86,商品の取引,Trading Goods,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,36
37,TUTORIAL_87,装備品,Equipment,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,37
38,TUTORIAL_88,保管ボックス,Storage Box,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,38
39,TUTORIAL_91,竜の礎とリム転移,Dragon's Portcrystal and Rift Teleport,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,39
40,TUTORIAL_92,宿屋,Inn,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,40
41,TUTORIAL_93,バザー,Bazaar,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,41
42,TUTORIAL_97,パーティー編成,Party Creation,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,42
43,TUTORIAL_100,パーティープレイ中の注意点,Important Points of Party Play,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,43
44,TUTORIAL_102,戦技の獲得,Acquiring Combat Skills,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,44
45,TUTORIAL_107,エクストリームミッション,Extreme Missions,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,45
46,TUTORIAL_109,覚者のさらなる成長・竜力の継承,Dragon Force Augmentation,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,46
47,TUTORIAL_110,ジョブロール（戦闘時の役割）,Job Roles (Role in Combat),ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,47
48,TUTORIAL_114,オートラン,Auto-Run,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,48
49,TUTORIAL_115,冒険中のリトライ,Retrying Quests,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,49
50,TUTORIAL_118,ジョブマスター,Job Masters,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,50
51,TUTORIAL_119,拠点の利用,Portcrystal Use,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,51
52,TUTORIAL_121,世界の探索,Exploring the World,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,52
53,TUTORIAL_122,ブラッドオーブの物々交換,Blood Orb Exchange,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,53
54,TUTORIAL_123,エリアマスター,Area Masters,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,54
55,TUTORIAL_124,ポーンの基本成長,Basic Growth of a Pawn,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,55
56,TUTORIAL_125,ポーンとは,What Are Pawns?,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,56
57,TUTORIAL_126,ポーンの雇用と編成,Hiring and Organizing Pawns,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,57
58,TUTORIAL_128,ポーンの死亡と復活,Resurrecting Pawns,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,58
59,TUTORIAL_131,クラフトルーム,The Craft Room,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,59
60,TUTORIAL_132,アイテム生産の基本,Crafting Basic Items,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,60
61,TUTORIAL_135,装備品のカスタマイズ,Customizing Equipment,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,61
62,TUTORIAL_136,アチーブメント,Achievements,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,62
63,TUTORIAL_139,クラン,Clans,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,63
64,TUTORIAL_143,アイテムの所持制限,Item Limits,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,64
65,TUTORIAL_144,クエストの受注制限,Quest Limits,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,65
66,TUTORIAL_152,ゲームの中断／再開方法,Suspend/Resume Game,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,66
67,TUTORIAL_153,覚者とは,What Are the Arisen?,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,67
68,TUTORIAL_155,グリッテン砦攻防戦,Battle for Fort Gritten,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,68
69,TUTORIAL_156,魔物のるつぼ,The Crucible of Demons,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,69
70,TUTORIAL_158,闇を照らすランタン,Casting Light into Darkness,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,70
71,TUTORIAL_159,カスタムスキル,Custom Skills,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,71
72,TUTORIAL_161,ジョブ修練ログ,Job Training Log,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,72
73,TUTORIAL_163,拠点の礎,Portcrystals,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,73
74,TUTORIAL_164,回復手段,Means of Recovery,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,74
75,TUTORIAL_165,レスタニアの状況,Situation in Lestania,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,75
76,TUTORIAL_166,スタンプボーナス,Stamp Bonus,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,76
77,TUTORIAL_167,クレストによる装備強化,Strengthening Equipment with Crests,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,77
78,TUTORIAL_168,トレジャーズロット,Treasure Lot,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,78
79,TUTORIAL_169,アルケミストの戦法：基本,Basic Tactics: Alchemist,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,79
80,TUTORIAL_170,アルケミストの戦術的役割,Tactical Role of the Alchemist,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,80
81,TUTORIAL_172,ファイターの戦法：追記,Advanced Tactics: Fighter,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,81
82,TUTORIAL_174,クエストの進め方,How to Continue Quests,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,82
83,TUTORIAL_175,戦徒の契り,Myrmidon's Pledge,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,83
84,TUTORIAL_176,着飾り装備,Dress Equipment,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,84
85,TUTORIAL_177,ハンターの戦法：追記,Advanced Tactics: Hunter,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,85
86,TUTORIAL_178,プリーストの戦法：追記,Advanced Tactics: Priest,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,86
87,TUTORIAL_179,シールドセージの戦法：追記,Advanced Tactics: Shield Sage,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,87
88,TUTORIAL_180,しがみつき行動,Clinging,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,88
89,TUTORIAL_181,冒険フィールドへの出発,Leaving to the Field,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,89
90,TUTORIAL_182,復活力の回復,Recover Revival Power,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,90
91,TUTORIAL_195,神殿への帰還,Return to Temple,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,91
92,TUTORIAL_208,大型敵との戦い,Fighting Large Enemies,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,92
93,TUTORIAL_209,進行マーカーの使い方,Using the Progress Marker,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,93
94,TUTORIAL_211,シーカーの戦法：追記,Advanced Tactics: Seeker,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,94
95,TUTORIAL_212,ソーサラーの戦法：追記,Advanced Tactics: Sorcerer,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,95
96,TUTORIAL_214,エレメントアーチャーの戦法：追記,Advanced Tactics: Element Archer,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,96
97,TUTORIAL_216,ウォリアーの戦法：追記,Advanced Tactics: Warrior,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,97
98,TUTORIAL_218,アルケミストの戦法：追記,Advanced Tactics: Alchemist,ui\00_message\tutorial_guide\tutorial_guide.gmd,\tutorial_guide.arc,tutorial_guide.arc,98
0,TUTORIAL_STEP_752,"<COL ffdc78>《霧の森の死闘》</COL>は
最大８人のパーティーを結成して
悪しき竜軍に占領された霧の森を
進攻するウォーミッションです
各征圧エリアを奪還すると自軍の旗が設置されますが
敵の攻撃で壊されてしまうこともあります
奪還したエリアが敵軍に攻め込まれないよう
ミニマップを参考に、常に気を配りましょう","<COL ffdc78>""The Deathly Battle of the Forest of
Mist""</COL>
is a War Mission where you form a party of up to
eight people to advance into the Forest of Mist,
which has been occupied by the Evil Dragon Army.
When each subjugated area is reclaimed, your
army's flag will be placed, but it may be
destroyed by enemy attacks.
To prevent the enemy from invading the areas you
have recaptured, always pay attention to the mini
map for reference.",ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,0
0,TUTORIAL_STEP_753,"<COL ffdc78>《暗晦の炎　限界域》</COL>は
最大４人のパーティーで
《<AREA 20>》に現れたイフリートと戦う
エクストリームミッションです
強大になったイフリートが住まう<SPOT 1102>は
常に火球が飛び交う危険地帯と化しています
いついかなる時も周囲への注意を怠らず
時間内のイフリート討伐を目指しましょう","<COL ffdc78>The Flames of Darkness: Restricted
Stage</COL>
is an Extreme Mission where you battle Ifrit, who
has become extremely powerful, in <AREA 20> with a
party of up to four people.
<SPOT 1102> is the dangerous zone where Ifrit
resides, constantly filled with flying fireballs.
Always be vigilant of your surroundings and
strive to defeat Ifrit within the allotted time.",ui\00_message\tutorial_guide\steps\tutorial_guide_step406.gmd,\tguide\tutorial_guide_406.arc,tutorial_guide_406.arc,0
1,TUTORIAL_STEP_754,"ミッションの途中には
悪しき竜軍によって繰り出される
<COL ffdc78>襲撃イベント</COL>が発生します
自軍旗への集中攻撃や、強大な敵の出現など
様々な作戦をもって覚者の進攻を阻んできます
全ての困難に打ち勝ち
最奥エリアの征圧を目指しましょう","During the mission, there are <COL ffdc78>
raids</COL> by the evil dragon army.
These raids include concentrated attacks on our
own flag and the appearance of powerful enemies,
all aimed at hindering the Arisen's advancement
with various strategies.
Overcome all challenges and aim to conquer the
deepest area.",ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,1
0,TUTORIAL_STEP_755,"ダンジョンの中には
<COL ffdc78>《特定の条件で壊れる壁》</COL>があります
壁の向こう側には隠された道や
希少な素材が入った宝箱などがあるので
見つけた際には積極的に破壊しましょう","Inside the dungeon, there are <COL ffdc78>Walls
That Break under Certain Conditions.</COL>
There are hidden paths and treasure chests
containing rare materials on the other side of
these walls, so when you find them, be proactive
and break them.",ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,0
1,TUTORIAL_STEP_756,"<COL ffdc78>＜爆発で破壊できる壁＞</COL>
ダンジョン内には覚者が持つことが可能な
爆発する樽が置かれていることがあります
その樽を投げつけて爆発させることで
壁を破壊できます
<COL ffdc78>＜大型モンスターの攻撃で破壊できる壁＞</COL>
アッカーシェラン大陸にある壁の中には
大型モンスターにのみ破壊可能な壁も存在しています
上手く大型モンスターの攻撃を誘発して
破壊しましょう","<COL ffdc78> < Walled walls that can be destroyed
by explosions > </COL>
There are barrels in the dungeon that can be
carried by the Arisen and exploded by throwing
them, allowing you to destroy walls.
<COL ffdc78> < Walls that can be destroyed by
attacks from large monsters > </COL>
Within the land of Acre Selund, there are walls
that can only be destroyed by large monsters.
Try to provoke the attacks of the large monsters
and destroy the walls.",ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,1
2,TUTORIAL_STEP_757,"<COL ffdc78>＜回復で破壊できる壁＞</COL>
ヒールオーラなど回復効果があるスキルが当たると
緑色で文字が浮かびあがる壁があります
※回復効果のあるスキルを一定時間接触させると
　簡単に破壊することができますが
　通常スキルでも時間をかければ破壊できます","<COL ffdc78>＜A wall that can be destroyed by
recovery skills＞</COL>
There is a wall that if hit by skills with
recovery effects, such as Heal Aura, text will
appear in green.
※ If a skill with a recovery effect is in contact
for a certain period of time, it can be easily
destroyed, but it can also be destroyed with a
normal skill by taking time.",ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,2
0,TUTORIAL_STEP_758,"<COL 78f5ff>パートナーポーンが新しい行動を覚えました！</COL>
①フィールド探索中に珍しい宝箱や採取ポイントを
　発見するようになりました
②<COL ffdc78>パートナーポーンと一緒に修練目標を討伐すると
　いつもより修練が早く進みます</COL>
③近くの敵の弱点属性や、修練目標であるかを
　声掛けで教えてくれるようになりました","<COL 78f5ff>The Partner Pawn has learned a new
action!</COL>
①They have become able to discover rare treasure
chests and gathering points while field searching.
②<COL ffdc78>By defeating training targets with
the Partner Pawn, your training progress will
advance faster than usual.</COL>
③They have become able to inform you of nearby
enemies' elemental weaknesses and whether they are
training targets by voice.",ui\00_message\tutorial_guide\steps\tutorial_guide_step409.gmd,\tguide\tutorial_guide_409.arc,tutorial_guide_409.arc,0
0,TUTORIAL_STEP_760,"メフィスからの様々な依頼をこなしていくと
<COL ffdc78>使命の達成度</COL>が上がっていきます
達成度が最大になると、使命クリアとなります
またその過程で<COL ffdc78>新たなクエスト</COL>が
出現することもあります","By completing various requests from Mephis, the
<COL ffdc78>mission completion level</COL> will
increase.
When the completion level reaches its maximum,
the mission is cleared.
Additionally, during this process, <COL ffdc78>
new quests</COL> may appear.",ui\00_message\tutorial_guide\steps\tutorial_guide_step410.gmd,\tguide\tutorial_guide_410.arc,tutorial_guide_410.arc,0
0,TUTORIAL_STEP_761,"《尋問》とは、特定のNPCと対話しながら
情報を引き出していく任務のことです
<COL ffdc78>1度の尋問では全てを解き明かすことはできません
《潜入調査》や《諜報活動》も進めながら
何度もクエストを繰り返し
使命の達成度を上げていきましょう</COL>","Interrogation is a mission where you interact
with a specific NPC to extract information from
them.
<COL ffdc78>You can't find out everything in one
interrogation.
You also have to do ""Undercover"" and
""Intelligence Assessment"" while repeating the
quest over and over to increase the completion of
your mission.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step411.gmd,\tguide\tutorial_guide_411.arc,tutorial_guide_411.arc,0
0,TUTORIAL_STEP_762,"《潜入調査》とは、<NPC 681>侯爵の懐に潜り込み
尋問時に利用できる情報や、侯爵の言動を
探っていく任務のことです
<COL ffdc78>※任務中は、リム転移の使用ができません
　リム転移で別の場所へ移動すると
　任務範囲外となり、クエスト失敗になります</COL>","Undercover Investigation is a mission to
infiltrate <NPC 681> the Marquis's inner circle
and gather information that can be used during
interrogation, as well as to investigate the
Marquis's words and actions.
<COL ffdc78>※During the mission, Rift Teleport
cannot be used.
Moving to a different location via Rift Teleport
will result in going out of the mission area and
failing the quest.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step412.gmd,\tguide\tutorial_guide_412.arc,tutorial_guide_412.arc,0
0,TUTORIAL_STEP_763,"《諜報活動》とは、メガドの街を自由に探索し
尋問に使用するための《証拠》を集める任務です
<COL ffdc78>※諜報活動中は、リム転移の使用ができません
　リム転移で別の場所へ移動すると
　諜報任務範囲外となり、任務終了になります</COL>
また、同行するメフィスに話しかけることで
いつでも任務を終了し、帰還することができます","""Intelligence Assessment"" is a task to explore
the city of Megado freely and collect ""evidence""
to be used for interrogations.
<COL ffdc78>*During the Intelligence Assessment,
Rift Teleport cannot be used.
If you teleport to a different location using
Rift Teleport, you will be out of the scope of the
Intelligence Assessment and the mission will
end.</COL>
Furthermore, by speaking to Mephis, who is
accompanying you, you can end the mission anytime
and return.",ui\00_message\tutorial_guide\steps\tutorial_guide_step413.gmd,\tguide\tutorial_guide_413.arc,tutorial_guide_413.arc,0
0,TUTORIAL_STEP_764,"＜《証拠》入手イベントについて＞
諜報活動中、マップ上にマーカーがある場所では
様々なイベントが発生します
また、他の任務を進めることで
新たな変化が起きることもあります","Regarding the ""Evidence Acquisition"" event:
During intelligence operations, various events
will occur at locations marked on the map.
In addition, new changes may occur by progressing
through other missions.",ui\00_message\tutorial_guide\steps\tutorial_guide_step414.gmd,\tguide\tutorial_guide_414.arc,tutorial_guide_414.arc,0
0,TUTORIAL_STEP_765,"王都メガドでのサブストーリーは
以下の3つのパートで構成されており
それぞれの任務成果が相互に影響します
①尋問
②潜入調査
③諜報活動
これらの任務を繰り返し、暗躍者メフィスと共に
王都に潜む闇に迫っていきましょう","The sub-stories in Megado City are composed of
three parts:
① Interrogation
② Infiltration Investigation
③ Espionage
Repeat these missions and approach the darkness
lurking in the Royal Capital together with the
shadowy figure, Mephis.",ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,0
0,TUTORIAL_STEP_766,"＜仲間について＞
《証拠》を入手した際に、関わった人物が
""レジスタンス""の仲間に加わることがあります
加入した仲間は、諜報活動中に
証拠イベントのヒントを持って現れたり
戦闘に参加してくれることもあります
仲間に誘えるタイミングが来たら
積極的に誘ってみましょう","<About Comrades>
When obtaining ""evidence,"" the people involved
may join the ranks of the ""Resistance"" comrades.
Joined comrades may appear during intelligence
activities with hints for evidence events or
participate in combat.
When the timing is right to invite comrades,
let's actively extend the invitation.",ui\00_message\tutorial_guide\steps\tutorial_guide_step416.gmd,\tguide\tutorial_guide_416.arc,tutorial_guide_416.arc,0
1,TUTORIAL_STEP_767,"<COL ffdc78>《サブストーリーログ》</COL>では
現在の使命の達成状況や、クエストのログを
確認することができます","In the <COL ffdc78>""Substory Log,""</COL> you can
check the current achievement status of your
missions and the quest logs.",ui\00_message\tutorial_guide\steps\tutorial_guide_step410.gmd,\tguide\tutorial_guide_410.arc,tutorial_guide_410.arc,1
1,TUTORIAL_STEP_768,"<COL ffdc78>※注意
このサブストーリー内では
リム転移を使用することができません
リム転移を使用した場合、
＜失敗になり進行が破棄される＞ または ＜強制クリア＞
となるので注意してください</COL>","<COL ffdc78>※Attention
In this substory, you cannot use Rift Teleport.
If you use Rift Teleport, it will result in
either <Failure and progress will be discarded> or
<Forced Clear>, so please be wary.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,1
2,TUTORIAL_STEP_769,"<COL ffdc78>《尋問》</COL>について
尋問とは、メフィスと共に
情報を握った人物と対話することで
核心に迫る情報を引き出していく任務です
尋問には<COL ffdc78>《証拠》</COL>を必要とし、
また証拠は<COL ffdc78>《諜報活動》</COL>の中で入手できます
<COL ffdc78>尋問の成果により
《諜報活動》の内容に変化が起きることもあります</COL>","About <COL ffdc78>《Interrogation》</COL>
Interrogation is a mission to approach critical
information by conversing with individuals who
hold crucial information, along with Mephis.
Interrogation requires <COL ffdc78>
《evidence》</COL>, which can be obtained
through <COL ffdc78>《Intelligence
Assessment》</COL>.
<COL ffdc78>The outcome of the interrogation can
also result in changes to the content
of《Intelligence Assessment》</COL>.",ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,2
